Timestamp,Trigger Point,Trigger Point Base,Movement History Window,Movement History Age,Subtraction Threshold,Subtraction History,Average,Variable Trigger Point,Variable Trigger Point Base,Highest Peak,Trigger Value
2023-11-17 13:09,40,20,20,10,40,100,0,40,20,0,0
2023-11-17 13:10,40,20,20,10,40,100,1,41,21,1,0
2023-11-17 13:11,40,20,20,10,40,100,1,41,21,1,0
2023-11-17 13:12,40,20,20,10,40,100,0,40,20,0,0
2023-11-17 13:13,40,20,20,10,40,100,1,41,21,1,0
2023-11-17 13:14,40,20,20,10,40,100,1,41,21,1,0
2023-11-17 13:15,40,20,20,10,40,100,1,41,21,1,0
2023-11-17 13:16,40,20,20,10,40,100,1,41,21,1,0
2023-11-17 13:17,40,20,20,10,40,100,1,41,21,1,0
2023-11-17 13:18,40,20,20,10,40,100,1,41,21,1,0
2023-11-17 13:19,40,20,20,10,40,100,1,41,21,1,0
2023-11-17 13:20,40,20,20,10,40,100,1,41,21,1,0
2023-11-17 13:21,40,20,20,10,40,100,1,41,21,1,0
2023-11-17 13:22,40,20,20,10,40,100,1,41,21,1,0
2023-11-17 13:23,40,20,20,10,40,100,1,41,21,1,0
2023-11-17 13:24,40,20,20,10,40,100,0,40,20,0,0
2023-11-17 13:25,40,20,20,10,40,100,0,40,20,0,0
2023-11-17 13:26,40,20,20,10,40,100,0,40,20,0,0
2023-11-17 13:27,40,20,20,10,40,100,0,40,20,0,0
2023-11-17 13:28,40,20,20,10,40,100,1,41,21,1,0
2023-11-17 13:29,40,20,20,10,40,100,0,40,20,0,0
2023-11-17 13:30,40,20,20,10,40,100,0,40,20,0,0
2023-11-17 13:31,40,20,20,10,40,100,0,40,20,0,0
2023-11-17 13:32,40,20,20,10,40,100,0,40,20,0,0
2023-11-17 13:33,40,20,20,10,40,100,0,40,20,0,0
2023-11-17 13:34,40,20,20,10,40,100,1,41,21,1,0
2023-11-17 13:35,40,20,20,10,40,100,0,40,20,0,0
2023-11-17 13:36,40,20,20,10,40,100,0,40,20,0,0
2023-11-17 13:37,40,20,20,10,40,100,0,40,20,0,0
2023-11-17 13:38,40,20,20,10,40,100,0,40,20,0,0
2023-11-17 13:39,40,20,20,10,40,100,0,40,20,0,0
2023-11-17 13:40,40,20,20,10,40,100,0,40,20,0,0
2023-11-17 13:41,40,20,20,10,40,100,0,40,20,0,0
2023-11-17 13:42,40,20,20,10,40,100,0,40,20,0,0
2023-11-17 13:43,40,20,20,10,40,100,0,40,20,0,0
2023-11-17 13:44,40,20,20,10,40,100,0,40,20,0,0
2023-11-17 13:45,40,20,20,10,40,100,1,41,21,1,0
2023-11-17 13:46,40,20,20,10,40,100,1,41,21,1,0
2023-11-17 13:47,40,20,20,10,40,100,1,41,21,1,0
2023-11-17 13:48,40,20,20,10,40,100,1,41,21,1,0
2023-11-17 13:49,40,20,20,10,40,100,1,41,21,1,0
2023-11-17 13:50,40,20,20,10,40,100,0,40,20,0,0
2023-11-17 13:51,40,20,20,10,40,100,0,40,20,0,0
2023-11-17 13:52,40,20,20,10,40,100,1,41,21,1,0
2023-11-17 13:53,40,20,20,10,40,100,0,40,20,0,0
2023-11-17 13:54,40,20,20,10,40,100,1,41,21,1,0
2023-11-17 13:55,40,20,20,10,40,100,1,41,21,1,0
2023-11-17 13:56,40,20,20,10,40,100,1,41,21,1,0
2023-11-17 13:56,40,20,20,10,40,100,1,41,21,367,367
2023-11-17 13:56,40,20,20,10,40,100,1,41,21,367,359
2023-11-17 14:58,40,20,20,10,40,100,0,40,20,0,0
2023-11-17 14:59,40,20,20,10,40,100,0,40,20,0,0
2023-11-17 15:00,40,20,20,10,40,100,0,40,20,0,0
2023-11-17 15:01,40,20,20,10,40,100,1,41,21,3,0
2023-11-17 15:02,40,20,20,10,40,100,6,46,26,21,0
2023-11-17 15:03,40,20,20,10,40,100,6,46,26,34,0
2023-11-17 15:04,40,20,20,10,40,100,6,46,26,17,0
2023-11-17 15:05,40,20,20,10,40,100,2,42,22,3,0
2023-11-17 15:06,40,20,20,10,40,100,3,43,23,18,0
2023-11-17 15:07,40,20,20,10,40,100,2,42,22,3,0
2023-11-17 15:08,40,20,20,10,40,100,0,40,20,0,0
2023-11-17 15:09,40,20,20,10,40,100,1,41,21,2,0
2023-11-17 15:10,40,20,20,10,40,100,4,44,24,11,0
2023-11-17 15:11,40,20,20,10,40,100,2,42,22,4,0
2023-11-17 15:12,40,20,20,10,40,100,1,41,21,1,0
2023-11-17 15:13,40,20,20,10,40,100,3,43,23,13,0
2023-11-17 15:14,40,20,20,10,40,100,5,45,25,29,0
2023-11-17 15:15,40,20,20,10,40,100,5,45,25,34,0
2023-11-17 15:16,40,20,20,10,40,100,3,43,23,14,0
2023-11-17 15:17,40,20,20,10,40,100,4,44,24,10,0
2023-11-17 15:18,40,20,20,10,40,100,7,47,27,25,0
2023-11-17 15:19,40,20,20,10,40,100,10,50,30,35,0
2023-11-17 15:20,40,20,20,10,40,100,1,41,21,1,0
2023-11-17 15:21,40,20,20,10,40,100,2,42,22,4,0
2023-11-17 15:22,40,20,20,10,40,100,1,41,21,1,0
2023-11-17 15:23,40,20,20,10,40,100,1,41,21,1,0
2023-11-17 15:24,40,20,20,10,40,100,1,41,21,1,0
2023-11-17 15:25,40,20,20,10,40,100,1,41,21,1,0
2023-11-17 15:26,40,20,20,10,40,100,1,41,21,1,0
2023-11-17 15:27,40,20,20,10,40,100,3,43,23,11,0
2023-11-17 15:28,40,20,20,10,40,100,4,44,24,13,0
2023-11-17 15:29,40,20,20,10,40,100,1,41,21,1,0
2023-11-17 15:30,40,20,20,10,40,100,1,41,21,4,0
2023-11-17 15:31,40,20,20,10,40,100,1,41,21,1,0
2023-11-17 15:32,40,20,20,10,40,100,1,41,21,2,0
2023-11-17 15:33,40,20,20,10,40,100,4,44,24,12,0
2023-11-17 15:34,40,20,20,10,40,100,6,46,26,16,0
